"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"广州瀚鼎信息科技有限公司","广州子云济星信息技术有限公司","广东","510000 广东省广州市越秀区水荫路117号星光映景16层K135号(不可作厂房使用)","广东","51"
"龙思云(北京)科技有限公司","龙思云(北京)科技有限公司; 江四红","北京","100080 北京市海淀区马甸东路19号24层2819","北京","10"
"风脉能源(武汉)股份有限公司","风脉长中(南通)新能源有限公司","湖北","226300 江苏省南通市高新技术产业开发区杏园西路南、金鼎路西聚丰科创产业园10号楼四层西侧南向第1间办公用房","湖北","22"
"广东工业大学; 深圳泓越企业管理咨询有限公司","深圳泓越企业管理咨询有限公司; 深圳市聚亮兴业科技有限公司","广东","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104; 518103 广东省深圳市宝安区福永街道白石厦社区第三工业区7栋401","广东","51"
"广东工业大学","广东天安信信息技术有限公司","广东","522031 广东省揭阳市榕城区东升街道东泮村东旺围五巷9栋801号","广东","52"
"深圳鹏影数字软件运营有限公司","深圳影儿时尚集团有限公司","广东","518000 广东省深圳市福田区沙头街道天安社区泰然四路85号泰然立城B座901","广东","51"
"江苏昱博自动化设备有限公司","东旭科技集团有限公司","江苏","100071 北京市丰台区四合庄路2号院4号楼1至17层101内11层1112","江苏","10"
"中国电子科技集团公司第十五研究所; 中电科(北京)信息测评认证有限公司","中国电子科技集团公司第十五研究所","北京","100083 北京市海淀区北四环中路211号","北京","10"
"宜宾显微智能科技有限公司","成科粤通(扬州)科技有限公司","四川","225000 江苏省扬州市生态科技新城文昌东路201号G座18层-5","四川","22"
"中国科学院声学研究所","中国人民解放军空军特色医学中心","北京","100142 北京市海淀区阜成路28号","北京","10"
"许志福","武汉启创动力数字科技有限公司","湖北","430000 湖北省武汉市东湖新技术开发区黄龙山南路2号鼎创国际1栋1单元23层5号-1(自贸区武汉片区)","湖北","43"
"北京轨道交通路网管理有限公司","北京轨道交通路网管理有限公司; 北京市基础设施投资有限公司; 北京京投亿雅捷交通科技有限公司","北京","100101 北京市朝阳区小营北路6号京投大厦2座6层","北京","10"
"烟台大学","山东中嘉英瑞医疗科技有限公司","山东","264003 山东省烟台市莱山区飞龙路66号5号楼英瑞产业园","山东","26"
"江苏师范大学","山东承坤信息科技有限公司","江苏","250000 山东省济南市历城区工业北路58号恒大城Q栋2-504室","江苏","25"
"寰清能源科技(上海)有限公司","上海轻环能源科技有限公司","上海","200335 上海市长宁区金钟路658弄10号2层","上海","20"
"杭州迪英加科技有限公司; 中山大学附属第三医院(中山大学肝脏病医院)","杭州迪英加科技有限公司","浙江","311121 浙江省杭州市余杭区仓前街道龙潭路7号杭州未来研创园B座5楼B501-B508室","浙江","31"
"重庆邮电大学","黑龙江两极科技有限公司","黑龙江","150000 黑龙江省哈尔滨市道外区滨江街28号","黑龙","15"
"重庆邮电大学","北京国简科技有限公司","北京","101199 北京市通州区恒业北七街6号院17号楼2层101-2111室","北京","10"
"聊城中赛电子科技有限公司","陕西智巢行数字科技有限公司","山东","710000 陕西省西安市莲湖区大兴东路10号天朗蔚蓝馨城4号楼1单元902-02","山东","71"
"深圳万知达科技有限公司; 广西师范大学","厦门窝赚科技有限公司; 深圳万知达科技有限公司","福建","361000 福建省厦门市思明区望海路16-2号501室之一; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","福建","36"
"上海乘安科技集团有限公司","上海缔安科技股份有限公司","上海","201100 上海市闵行区金都路4299号6幢","上海","20"
"深圳恒远志达信息科技有限公司; 广东工业大学","京城中安半导体(北京)有限公司; 深圳恒远志达信息科技有限公司","北京","100176 北京市大兴区北京经济技术开发区永昌北路7号; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","北京","10"
"支付宝(杭州)信息技术有限公司; 蚂蚁区块链科技(上海)有限公司","蚂蚁双链科技(上海)有限公司","上海","200001 上海市黄浦区外马路618号8层804室","上海","20"
"曲阜师范大学","韩建国","山东","276800 山东省日照市东港区海曲东路289号022幢02单元1104室","山东","27"
"北京京诚瑞达电气工程技术有限公司; 中冶京诚工程技术有限公司","中冶京诚数字科技(北京)有限公司; 中冶京诚工程技术有限公司","北京","100176 北京市大兴区北京经济技术开发区科谷一街10号院10号楼11层1101","北京","10"
"华中师范大学; 北京暗能量软件有限公司","华中师范大学","湖北","430079 湖北省武汉市洪山区珞喻路152号","湖北","43"
"芽米科技(广州)有限公司; 重庆邮电大学","华美浩联医疗科技(北京)有限公司; 芽米科技(广州)有限公司","北京","100020 北京市朝阳区朝阳北路237号楼5层609; 510530 广东省广州市黄埔区科丰路85号801房","北京","10"
"重庆邮电大学","沪渝人工智能研究院","重庆","401554 重庆市九龙坡区高新区科学谷B1号楼第8至9层整层","重庆","40"
"中国地质大学(武汉)","湖北睿能电气有限公司","湖北","443000 湖北省宜昌市伍家岗区伍家乡共同村共同科技企业创业园B1-2","湖北","44"
"北京每日菜场科技有限公司","济南舜德隆商贸有限公司","北京","250000 山东省济南市天桥区堤口果品批发市场内堤口路东侧12号","北京","25"
"捷宏润安工程顾问(江苏)有限公司","江西省江咨工程咨询有限公司","江苏","330000 江西省南昌市经济技术开发区枫林大道269号蛟桥镇办公楼437室","江苏","33"
"深圳万知达技术转移中心有限公司; 重庆邮电大学","山东德耀兴华电力科技有限公司; 深圳万知达技术转移中心有限公司","重庆","253000 山东省德州市庆云县渤海路街道新兴路2688号; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1003","重庆","25"
"韩磊; 深圳市联创知识产权服务中心; 平安普惠企业管理有限公司","中科世华生物科技有限公司; 韩磊; 深圳市联创知识产权服务中心","黑龙江","100000 北京市丰台区北京经济技术开发区荣华南路1号院2号楼2层203(北京自贸试验区高端产业片区亦庄组团); 150000 黑龙江省哈尔滨市南岗区建设街156号; 518000 广东省深圳市南山区西丽街道朗山二号路7号航天微电机大厦B座202室","黑龙","10"
"深圳大学","深圳市深光粟科技有限公司","广东","518000 广东省深圳市南山区粤海街道高新区社区高新南九道45号西北工业大学三航科技大厦1012","广东","51"
"连洁","连洁; 内蒙古财经大学","内蒙古","010070 内蒙古自治区呼和浩特市北二环185号内蒙古财经大学计算机信息管理学院","内蒙","01"
"深圳万知达企业管理有限公司; 三峡大学","中国华电集团有限公司青海分公司; 华电(海西)新能源有限公司; 深圳万知达企业管理有限公司","青海","810000 青海省西宁市城西区海晏路75号; 518000 广东省深圳市龙华区大浪街道同胜社区华兴路13号智云产业园A栋1003","青海","81"
"中国南方电网有限责任公司; 南方电网数字电网研究院股份有限公司","南方电网数字平台科技(广东)有限公司","广东","518101 广东省深圳市宝安区西乡街道臣田社区宝田工业区40栋3层","广东","51"
"深圳众联数字科技有限公司","青岛国工新钻材料科技有限公司","山东","266000 山东省青岛市李沧区延川路13号7号楼101户","山东","26"
"广东蘑菇物联科技有限公司","广东蘑菇中诺数字能源运营有限公司","广东","510000 广东省广州市南沙区庆盛大道1号C1栋156号","广东","51"
"南京好先生智慧科技有限公司","元知科技(南京)有限公司","江苏","210000 江苏省南京市栖霞区马群街道紫东路2号紫东国际创意园C6-303","江苏","21"
"中国石油大学(华东)","中国石油大学(北京); 中国石油大学(华东)","北京","102249 北京市昌平区府学路18号","北京","10"
"重庆邮电大学; 芽米科技(广州)有限公司","芽米科技(广州)有限公司; 北京第一因科技有限公司","北京","510000 广东省广州市黄埔区科丰路85号801房; 100000 北京市大兴区北京经济技术开发区文化园西路6号院16号楼11层1104","北京","51"
"武汉智船云科技有限公司","武汉水善利科技有限责任公司","湖北","430205 湖北省武汉市武汉东湖新技术开发区光谷大道3号未来之光6幢6单元7层10号","湖北","43"
"王坤; 国网安徽省电力有限公司; 国电南瑞南京控制系统有限公司; 北明软件有限公司","王坤; 国网安徽省电力有限公司","安徽","230000 安徽省合肥市包河区黄山路9号","安徽","23"
"复旦大学","上海常声医疗科技有限公司","上海","201210 上海市浦东新区中国(上海)自由贸易试验区丹桂路999弄10号603室(产权登记楼层为5层)","上海","20"
"上海移远通信技术股份有限公司","常州移远通信技术有限公司","上海","213164 江苏省常州市武进国家高新技术产业开发区武宜南路377号创新产业园8号厂房一楼","上海","21"
"广东工业大学; 深圳泓越企业管理咨询有限公司","深圳泓越企业管理咨询有限公司; 上海域唯医疗科技有限公司","上海","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104; 200120 上海市浦东新区中国(上海)自由贸易试验区郭守敬路498号6幢3层10302、10304, 10303、10305室","上海","51"
"西安电子科技大学","国开在线教育科技有限公司","陕西","100039 北京市海淀区魏公村路2号8层808室","陕西","10"
"深圳震有科技股份有限公司","深圳震有科技股份有限公司; 兖矿能源集团股份有限公司","广东","518057 广东省深圳市南山区粤海街道高新区社区科苑南路3176号彩讯科技大厦五层、六层、十一层","广东","51"
"深圳泓越企业管理咨询有限公司; 重庆邮电大学","上海愚见观池科技有限公司; 深圳泓越企业管理咨询有限公司","上海","200050 上海市长宁区愚园路1088弄48号A号楼108室; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","上海","20"
"重庆邮电大学","联通沃悦读科技文化有限公司","湖南","410100 湖南省长沙市长沙县黄花镇长沙临空经济示范区人民东路与小康路交汇处西南角房屋","湖南","41"
"江苏科技大学","苏州晓博智能科技有限公司","江苏","215100 江苏省苏州市相城区渭塘镇钻石路1999号2幢A529室","江苏","21"
"赣南师范大学","江西小卫互联科技有限公司","江西","341400 江西省赣州市南康区东山街道办事处金融中心一期9号楼2202#","江西","34"
"江苏科技大学; 合肥龙智机电科技有限公司","合肥龙智机电科技有限公司; 国网黑龙江省电力有限公司鸡西供电公司; 国家电网有限公司","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704; 158100 黑龙江省鸡西市鸡冠区东风办永兴委(兴国中路26号)","江苏","23"
"华南理工大学; 广东珠三角城际轨道交通有限公司","广州顺如电子科技有限公司; 广东珠三角城际轨道交通有限公司","广东","510520 广东省广州市天河区广汕二路602号之一第四层自编408房","广东","51"
"西安电子科技大学","西安深信智行科技有限公司","陕西","710076 陕西省西安市高新区软件新城云汇谷B2座201室","陕西","71"
"北京科技大学顺德创新学院","北京科技大学; 北京科技大学顺德创新学院","北京","100083 北京市海淀区学院路30号","北京","10"
"武汉墨间设计有限公司","北京佰筑工程咨询有限公司","北京","102400 北京市房山区良乡凯旋大街建设路18号-D26284(集群注册)","北京","10"
"广东工业大学; 深圳泓越企业管理咨询有限公司","深圳泓越企业管理咨询有限公司; 绵阳立德电子股份有限公司","四川","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104; 621000 四川省绵阳市绵阳科技城新区创新基地12号楼1-5层","四川","51"
"深圳泓越企业管理咨询有限公司; 重庆邮电大学","天津星渊智行科技有限公司; 深圳泓越企业管理咨询有限公司","天津","300000 天津市东丽区华新街道华一路华新商务中心五层A-85号; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","天津","30"
"陈浩锋","江西山水光电科技股份有限公司","江西","332000 江西省九江市濂溪区生态工业城安平路1010号","江西","33"
"泰州市华达机电设备有限公司","金和隆(广州)电子科技股份有限公司","江苏","510000 广东省广州市天河区中山大道西1132号2M02房","江苏","51"
"郑州信大信息技术研究院有限公司","北京信大云谷科技有限公司","河南","100080 北京市海淀区知春路113号6层0706","河南","10"
"西南交通大学","西南交通大学; 江亮","四川","610031 四川省成都市二环路北一段111号","四川","61"
"深圳市征阳电路科技有限公司","深圳市三田技术科技有限公司","广东","518000 广东省深圳市光明区凤凰街道塘家社区光源五路9号4栋1105","广东","51"
"中南财经政法大学; 合肥名龙电子科技有限公司","合肥名龙电子科技有限公司; 深圳市运策科技有限公司","湖北","230088 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015; 518110 广东省深圳市龙华区观湖街道新田社区君新工业区28号龙华区人力资源服务产业园3号楼202-4","湖北","23"
"中南大学","湖南达德曼宁信息技术有限公司","湖南","410116 湖南省长沙市雨花区金海路128号领智工业园A2栋502号","湖南","41"
"北京励拓经纬科技有限公司","北京励拓新安安全防范技术有限公司; 川谷汇(北京)数字科技有限公司","北京","100000 北京市石景山区古城大街(特钢公司厂内)北京国际汽车贸易服务园区F区16号九层926室","北京","10"
"国网宁夏电力有限公司信息通信公司","南京中科启明星软件有限公司","江苏","211135 江苏省南京市江宁区麒麟科技创新园智汇路300号B幢2单元","江苏","21"
"广东伊莱特电器有限公司","广东伊莱特生活电器有限公司; 广东伊莱特电器有限公司","广东","528425 广东省中山市东凤镇民乐社区民安三街61号","广东","52"
"江苏长天智远信息科技有限公司","江苏长天智远交通科技有限公司","江苏","210000 江苏省南京市建邺区雨润大街88号1号楼6层6-128","江苏","21"
"王树松","河南码联新材料有限公司","北京","454000 河南省焦作市城乡一体化示范区南海路2811号焦作腾云数字经济产业园1号楼D区302","北京","45"
"厦门大学","厦门振为科技有限公司","福建","361000 福建省厦门市软件园三期诚毅北大街3号二层208单元","福建","36"
"广东省内河港航产业研究有限公司","广东韶关港有限公司","广东","512000 广东省韶关市曲江区乌石镇韶关发电厂基建办公楼406室","广东","51"
"中汽研(常州)汽车工程研究院有限公司","中汽研(天津)汽车工程研究院有限公司","天津","300457 天津市滨海新区经济技术开发区新城西路52号金融街西区6号楼402-4单元","天津","30"
"华能集团技术创新中心有限公司; 南瑞集团有限公司; 中国华能集团有限公司; 国电南瑞科技股份有限公司","宁夏绿昊光伏发电有限公司; 南瑞集团有限公司; 华能集团技术创新中心有限公司; 中国华能集团有限公司; 国电南瑞科技股份有限公司","宁夏","753000 宁夏回族自治区石嘴山市大武口区包兰铁路以西301省道以南平汝铁路以东立交桥处","宁夏","75"
"重庆邮电大学","国新数智科技(北京)有限公司","北京","100032 北京市西城区车公庄大街4号10幢3层301号","北京","10"
"中国海洋大学","青岛励图高科信息技术有限公司","山东","266000 山东省青岛市崂山区科苑纬1路1号创新园二期G栋1405-1","山东","26"
"山东力聚机器人科技股份有限公司","成都精特瑞科技有限公司","山东","610100 四川省成都市龙泉驿区龙泉街道龙平路102号1栋1单元4楼22号","山东","61"
"沈阳农业大学","中科图知天下(安徽)大数据科技有限公司","辽宁","230000 安徽省合肥市高新区习友路2666号合肥创新院3号楼901-903室","辽宁","23"
"众和空间(北京)科技有限责任公司","夏禹","北京","100000 北京市丰台区西三环中路90号","北京","10"
"商丘师范学院","合肥净龙环保科技有限公司","河南","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1017","河南","23"
"众和空间(北京)科技有限责任公司","北京儒年管理咨询中心(有限合伙)","北京","100000 北京市朝阳区广顺北大街33号院1号楼10层1单元1101室5102号","北京","10"
"广东财经大学; 重庆河狸家网络技术有限公司","重庆河狸家网络技术有限公司; 江苏钟吾大数据发展集团有限公司","江苏","401147 重庆市渝北区龙溪街道金山路11号山顶道8号8幢4-5-2; 223800 江苏省宿迁市宿城区丽景湾华庭1幢二楼","江苏","40"
"深圳市德明利技术股份有限公司","珠海市宏沛函电子技术有限公司","广东","519000 广东省珠海市香洲区卫康路199号1栋4楼409号","广东","51"
"北京微焓科技有限公司; 常州微焓热控科技有限公司","扬州微焓热能管理有限公司","北京","225116 江苏省扬州市邗江区槐泗镇汽车产业园神州路16号","北京","22"
"张益民; 深圳泓越企业管理咨询有限公司; 淮阴工学院","江西博邦新能源科技有限公司; 张益民; 深圳泓越企业管理咨询有限公司","江苏","334000 江西省上饶市高铁经济试验区天佑大道9号2号楼11楼05室; 334000 江西省上饶市广信区清水乡东汪村畈上42号; 518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江苏","33"
"江西智泉信息技术有限公司","贵州树精英教育科技有限责任公司","贵州","550000 贵州省贵阳市贵安新区黔中大道贵安云谷综合体A区A8-1栋","贵州","55"
"深圳市辰星瑞腾科技有限公司","厦门美亚中敏科技有限公司","福建","361000 福建省厦门市火炬高新区软件园三期诚毅北大街62号209单元0391号","福建","36"
"厦门科灿信息技术有限公司; 科华数据股份有限公司","广东科云辰航计算科技有限责任公司","广东","511356 广东省广州市经济技术开发区永和区环岭路16号(1)栋1号","广东","51"
"西安航空学院","西安埃克森电源有限公司","陕西","710000 陕西省西安市经济技术开发区未央路以东凤城五路以北海荣皇冠国际第1幢1单元17层11704号房","陕西","71"
"北京鸥鹭数据科技有限公司","杭州乒乓智能技术有限公司","浙江","310000 浙江省杭州市滨江区长河街道创慧街158号15层","浙江","31"
"国家石油天然气管网集团有限公司; 国家管网集团北方管道有限责任公司","国家石油天然气管网集团有限公司; 国家管网集团北方管道有限责任公司; 管网集团(徐州)管道检验检测有限公司","北京","100013 北京市朝阳区东土城路5号A座6层08-10室","北京","10"
"卓密密; 杭州复杂美科技有限公司","鄂尔多斯市综保科技有限公司; 卓密密","内蒙古","017000 内蒙古自治区鄂尔多斯市伊金霍洛旗鄂尔多斯空港物流园区综合保税区1号标准化厂房一层内共享办公室59号场位; 361000 福建省厦门市海沧区阳明路728号","内蒙","01"
"深圳市凌晨知识产权运营有限公司; 杭州复杂美科技有限公司","深圳文化产权交易所有限公司; 深圳市凌晨知识产权运营有限公司","广东","518000 广东省深圳市福田区福田街道滨河大道5008号; 518110 广东省深圳市龙华区龙华街道龙园社区龙发路428花园街B24花园街B23B","广东","51"
"北京航空航天大学","北京广天科技有限公司","北京","102101 北京市延庆区中关村延庆园东环路2号楼229室","北京","10"
"云南交投公路建设第六工程有限公司; 昆明理工大学","云南交投公路建设第六工程有限公司; 昆明理工大学; 云南省交通投资建设集团有限公司","云南","650228 云南省昆明市西山区西园南路34号融城优郡A座写字楼15楼","云南","65"
"深圳万知达科技有限公司; 宁波大学","甘肃陇电云创科技咨询有限公司; 深圳万知达科技有限公司","浙江","730000 甘肃省兰州市城关区高新雁南路18号8层803-48号; 518109 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","浙江","73"
"上海太翼健康科技有限公司","上海太翼睿景计算机科技有限公司","上海","201306 上海市浦东新区中国(上海)自由贸易试验区临港新片区环湖西二路888号C楼","上海","20"
"四川科瑞软件有限责任公司","四川九洲软件有限公司","四川","621000 四川省绵阳市科技城新区九洲大道255号孵化器大楼(栋)2层1号[2-1]","四川","62"
"蒋亚伦; 蒋云帆","司麦特信息科技(常州)有限公司; 蒋亚伦","江苏","213000 江苏省常州市天宁区红梅街道北环南村14幢丁401室; 213000 江苏省常州市北环南村14-丁-401","江苏","21"
"四川虹美智能科技有限公司","长虹美菱日电科技有限公司","四川","528400 广东省中山市南头镇同济西路2号之一","四川","52"
"广西师范大学; 深圳万知达科技有限公司","深圳万知达科技有限公司; 上海合印网络科技有限公司","上海","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002; 201799 上海市青浦区北青公路10688弄23号5层523-68室","上海","51"
"京东方数字科技有限公司","京东方艺云(杭州)科技有限公司; 京东方数字科技有限公司","浙江","310023 浙江省杭州市余杭区余杭街道文一西路1818-1号1号楼207、207M室","浙江","31"
"重庆邮电大学","宜昌金辉大数据产业发展有限公司","湖北","443000 湖北省宜昌市点军区银河路118号百联慧谷13栋401","湖北","44"
"深圳威科未来科技有限公司","深圳大有文化科技有限公司","广东","518000 广东省深圳市南山区粤海街道滨海社区海天一路11、13、15号深圳市软件产业基地5栋D207","广东","51"
"重庆邮电大学; 芽米科技(广州)有限公司","芽米科技(广州)有限公司; 北京疤康健康管理有限公司","北京","510530 广东省广州市黄埔区科丰路85号801房; 100142 北京市海淀区阜外亮甲店1号恩济西园10号楼二层西二门A225室","北京","51"
"重庆邮电大学","广州君逸汽车服务管理有限公司","广东","510000 广东省广州市南沙区黄阁镇金茂东二街15号自编106房","广东","51"
"南昌华勤电子科技有限公司","西安东勤科技有限公司","江西","710000 陕西省西安市高新区云水六路2088号华勤技术西安研发中心A栋3层","江西","71"
"重庆邮电大学; 冉维印; 深圳市路辰信息技术服务有限公司","深圳市路辰信息技术服务有限公司; 山东华数信息技术股份有限公司; 冉维印","山东","518000 广东省深圳市龙华区大浪街道高峰社区鹊山云峰路3号49栋909; 250101 山东省济南市中国(山东)自由贸易试验区济南片区天辰路299号海信天辰九号A座1322室; 250000 山东省济南市历下区力高国际花园7号楼1单元3002号","山东","51"
"江苏大学","镇江市江苏大学工程技术研究院","江苏","212000 江苏省镇江市科技新城产业发展区","江苏","21"
"西北大学","西安惟之远景科技有限公司","陕西","710000 陕西省西安市高新区高新路80号望庭国际4号楼4单元2204","陕西","71"
"亿海蓝(北京)数据技术股份公司","亿海蓝(北京)数据技术股份公司; 亿海蓝(北京)海洋信息技术有限公司","北京","100089 北京市海淀区闵庄路3号玉泉慧谷9号楼一层06室","北京","10"
"广东青藤环境科技有限公司","江苏德高物联技术有限公司","广东","226000 江苏省南通市崇川区新胜路158号迈普科技园6号楼一楼","广东","22"
"阿波罗智能技术(北京)有限公司; 广州鼎航信息技术服务有限公司","广州鼎航信息技术服务有限公司; 深圳市慧想文化有限公司","广东","510000 广东省广州市南沙区丰泽东路106号; 518000 广东省深圳市南山区粤海街道滨海社区海天一路19、17、18号深圳市软件产业基地4栋419","广东","51"
"杭州电子科技大学","北京天机智成科技有限责任公司","浙江","100084 北京市海淀区上地信息路12号1幢5层A513室","浙江","10"
"北京紫光芯能科技有限公司","紫光同芯微电子有限公司","北京","100096 北京市海淀区西小口路66号中关村东升科技园·北领地B-1楼一层106A","北京","10"
"陈林鹏","国信双创科技产业集团有限公司","北京","100007 北京市东城区南竹杆胡同2号1幢9层51028","北京","10"
"合肥名龙电子科技有限公司; 常州工程职业技术学院","同方计算机有限公司; 合肥名龙电子科技有限公司","江苏","214000 江苏省无锡市锡山经济开发区(东亭)春笋东路118号; 230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","江苏","21"
"浙江绿城未来数智科技有限公司","浙江绿城未来数智科技有限公司; 浙江省经济信息中心(浙江省价格研究所)","浙江","311100 浙江省杭州市余杭区仓前街道鼎创财富中心2幢10层1011室","浙江","31"
"北京睿云信安科技有限公司","广州市九变信息科技有限公司","北京","510610 广东省广州市天河区天河北路合晖街194号401-453房","北京","51"
"北京荣达天下信息科技有限公司","北京百融睿博科技有限公司","北京","100041 北京市石景山区实兴大街30号院7号楼8层96号","北京","10"
"北芯导航技术(南京)有限公司","北星空间信息技术研究院(南京)有限公司","江苏","210000 江苏省南京市浦口区新北路1号江北国际智谷A座12楼东侧","江苏","21"
"包头海平面高分子工业有限公司九原分公司","包头市东宇新材料有限责任公司","内蒙古","014060 内蒙古自治区包头市九原区哈林格尔镇九原工业园区纬四路以南, 经九路以西(包头海平面高分子工业有限公司九原分公司院内)","内蒙","01"
"中机联科技(广东)有限公司","佛山市力富贸易有限公司","广东","528000 广东省佛山市南海区里水镇和桂工业园一期和桂大道9号技术中心三楼","广东","52"
"威海天帆智能科技有限公司; 哈尔滨工业大学(威海); 威海哈威资产经营有限责任公司","保国利民(深圳)水域装备有限公司; 威海哈威资产经营有限责任公司; 威海天帆智能科技有限公司","山东","518000 广东省深圳市南山区粤海街道海珠社区兰芷二路66号阳光保险大厦1403; 264200 山东省威海市文化西路2号; 264200 山东省威海市火炬高技术产业开发区文化西路2号哈工大(威海)创新创业园2号楼6层","山东","51"
"洛阳新强联回转支承股份有限公司","洛阳新强联回转支承股份有限公司; 洛阳海普森高精滚动体有限公司","河南","471000 河南省洛阳市新安县经济技术开发区洛新园区京津路8号","河南","47"
"广东财经大学","广东双和网络股份有限公司","广东","510000 广东省广州市天河区天河路594号2908房","广东","51"
"盈嘉互联(北京)科技有限公司; 盈嘉互联(上海)建筑科技有限公司; 深圳市盈嘉互联科技有限公司; 佛山市盈嘉智慧空间科技有限公司; 盈嘉互联(北京)智慧科技有限公司; 深圳前海盈嘉数据服务有限公司; 嘉兴乌镇盈嘉千镇科技有限公司","盈嘉互联(北京)科技有限公司","北京","100043 北京市石景山区晋元庄路6号首钢体育大厦十三层1308","北京","10"
"北京清微智能信息技术有限公司","源灏芯微电子(上海)有限公司","北京","200062 上海市普陀区同普路602号2幢3层3047室","北京","20"
"鲁东大学","江西祺鑫雨衣制造有限公司","山东","343000 江西省吉安市安福县竹江乡中心小学对面","山东","34"
"天津科技大学","天津市卓越新中新龙腾科技发展有限公司","天津","300000 天津市南开区艳阳路43号1号楼B8110-1室","天津","30"
"发明之家(北京)科技有限公司","北京政务科技有限公司","北京","102600 北京市大兴区北京经济技术开发区科谷一街10号院8号楼12层1201(北京自贸试验区高端产业片区亦庄组团)","北京","10"
"淄博天大创新科技服务有限公司","淄博智一网络科技有限公司","山东","255000 山东省淄博市高新区鲁泰大道51号高分子材料产业创新园B座402室","山东","25"
"谢代泮","深圳市领拓创新电子有限公司","广东","518100 广东省深圳市宝安区燕罗街道塘下涌社区洋涌路96号厂房306","广东","51"
"中国电建集团中南勘测设计研究院有限公司","湖南中南数智科技有限公司","湖南","410006 湖南省长沙市长沙高新开发区岳麓大道588号芯城科技园2栋7楼707-8号房","湖南","41"
"重庆邮电大学","中煤华晋集团有限公司; 中煤(天津)地下工程智能研究院有限公司","山西","043300 山西省太原市迎泽区满洲坟小区2号楼","山西","04"
"南通联拓信息科技有限公司","辽宁德鑫安防科技开发有限公司","江苏","110000 辽宁省沈阳市皇姑区泰山路三段二号","江苏","11"
"江苏权正检验检测有限公司","南县德顺食品有限公司","湖南","413200 湖南省益阳市南县中鱼口镇广常村(原广福村15组)","湖南","41"
"南方电网数字电网研究院股份有限公司; 广西电网有限责任公司","南方电网数字电网集团有限公司; 广西电网有限责任公司","广东","510700 广东省广州市黄埔区光谱中路11号2栋3单元20层全层","广东","51"
"国网新疆电力有限公司营销服务中心(资金集约中心、计量中心); 湖南大学","国网新疆电力有限公司营销服务中心(资金集约中心、计量中心)","新疆","830013 新疆维吾尔自治区乌鲁木齐市高新区(新市区)恒达街200号","新疆","83"
"武汉帕克橡塑制品有限公司","湖北嘉科智能控制设备有限公司","湖北","430000 湖北省武汉市黄陂区滠口街道汉口北工业城33栋厂房2楼201号","湖北","43"
"郭磊","深圳市拓普泰尔科技有限公司","广东","518107 广东省深圳市光明区公明街道上村社区冠城低碳产业园C栋602","广东","51"
"合肥名龙电子科技有限公司; 成都理工大学","南京越信数字科技有限公司; 合肥名龙电子科技有限公司","四川","210019 江苏省南京市建邺区南湖路58号南苑大厦1040-24室; 230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","四川","21"
"河南省地质矿产勘查开发局第二地质环境调查院","河南省地质局生态环境地质服务中心","河南","450000 河南省郑州市金水路28号","河南","45"
"上海应用技术大学; 魂歌智能科技(上海)有限公司","罗雁云; 上海应用技术大学","上海","200333 上海市普陀区车站新村32号302室; 200235 上海市徐汇区漕宝路120-121号","上海","20"
"重庆邮电大学","重庆熙腾电力设备有限公司","重庆","400000 重庆市永川区国家高新区三教产业园内","重庆","40"
"杭州视洞科技有限公司","联通在线信息科技有限公司","浙江","102600 北京市大兴区北京经济技术开发区中和街1号","浙江","10"
"华东交通大学; 山东文康旅产业发展集团有限公司; 刘大冰; 陆亮; 合肥名龙电子科技有限公司","合肥名龙电子科技有限公司; 能投智网(山东)投资控股有限公司; 山东文康旅产业发展集团有限公司; 刘大冰; 陆亮","江西","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015; 266000 山东省青岛市市南区太平路8号599室; 266000 山东省青岛市市南区太平路8号199室","江西","23"
"深圳市仕力嘉科技有限公司","深圳市金喜鹊科技有限公司","广东","518000 广东省深圳市南山区西丽街道曙光社区文光村45号文光丽景大厦1602","广东","51"
"南京首印铭都信息技术科技有限公司","南京名都智能科技有限公司","江苏","210000 江苏省南京市江宁区滨江经济开发区闻莺路2号","江苏","21"
