"转让人","受让人","IPC分类号","申请人地区","受让人地址","转让人省份","受让人省份"
"中南大学","合肥智慧龙机械设计有限公司","G06F17/11; G06F17/13; G06F17/15; G06F30/20","湖南","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","湖南","23"
"河南大学","深圳市兴海物联科技有限公司","H04L43/04; H04L43/045; H04L67/12; H04L69/04","广东","518000 广东省深圳市福田区福田街道福南社区世贸广场101-1","广东","51"
"武汉飞思灵微电子技术有限公司; 烽火通信科技股份有限公司","烽火通信科技股份有限公司; 武汉飞思灵微电子技术有限公司","H04L1/00; H03M13/15; H04Q11/00","湖北","430000 湖北省武汉市东湖高新技术开发区高新四路6号; 430074 湖北省武汉市东湖开发区关东工业园烽火路光通信大楼产业大楼二楼","湖北","43"
"江苏大学","合肥智慧龙机械设计有限公司","G06Q10/04; G06F17/11","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","江苏","23"
"深圳先进技术研究院","常熟市知识产权运营中心有限公司","G06F19/00; G01W1/00","广东","215500 江苏省苏州市常熟市草荡路13号","广东","21"
"阿尔卡特朗讯公司","北京小米移动软件有限公司","H04L12/18; H04L12/46; H04M7/00; H04M3/56; H04L29/06","法国","北京市海淀区清河中街68号华润五彩城购物中心二期9层01房间","法国","北京"
"中国科学院计算技术研究所","曙光星云信息技术(北京)有限公司","G06T7/00","北京","100088 北京市西城区德胜门外大街13号院合生财富广场4层4K","北京","10"
"北京深鉴智能科技有限公司; 北京深鉴科技有限公司","北京深鉴科技有限公司; 北京深鉴智能科技有限公司","G06N3/08","北京","100083 北京市海淀区王庄路1号院四号楼8层807室; 100083 北京市海淀区王庄路1号院四号楼17层1706号","北京","10"
"索尼公司","汤姆逊许可公司","G06F3/00; G06F9/06; G06F3/14; G06F1/16; G06F3/0362; G06F3/0482","日本","法国伊西莱穆利诺","日本","法国"
"北京邮电大学","新华三技术有限公司","H04L29/08; H04L29/06","北京","310052 浙江省杭州市滨江区长河路466号","北京","31"
"山东浪潮人工智能研究院有限公司","山东浪潮科学研究院有限公司","G06K9/62; G06N3/04; G06T7/11","山东","250100 山东省济南市高新浪潮路1036号S02号楼","山东","25"
"辽宁科技大学","合肥智慧龙机械设计有限公司","G06F30/20; G01N25/20; G06F111/10; G06F113/08; G06F119/08","辽宁","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","辽宁","23"
"广西师范大学","广州大鱼创福科技有限公司","G06F11/07","广西","510530 广东省广州市黄埔区科丰路85号801房","广西","51"
"五邑大学","深圳万知达技术转移中心有限公司","G06V40/14; G06V10/25; G06T5/40","广东","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1003","广东","51"
"重庆理工大学","合肥名龙电子科技有限公司","G06F16/9535; G06F18/214; G06F18/23","重庆","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","重庆","23"
"展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司","H04L25/02; H04B1/7105","上海","200127 上海市中国(上海)自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室","上海","20"
"泰州市康平医疗科技有限公司","青岛大学附属医院","G06K9/00; G06K9/44; G06N3/04","山东","266000 山东省青岛市崂山区59号青岛大学附属医院","山东","26"
"广州酷狗计算机科技有限公司; 成都酷狗创业孵化器管理有限公司","成都酷狗创业孵化器管理有限公司; 广州酷狗计算机科技有限公司","H04L29/08; H04L12/26; G06F9/50","广东","610000 四川省成都市中国(四川)自由贸易试验区成都高新区天府大道中段500号1栋41楼4119; 510660 广东省广州市天河区黄埔大道中315号自编1-17","广东","61"
"浙江大学","华为技术有限公司","G06N3/04; G06N3/08; G06N20/00; G06F21/60; G06F21/62","浙江","518129 广东省深圳市龙岗区坂田华为总部办公楼","浙江","51"
"张仁平","郑州航空工业管理学院","G06F3/023","河南","450015 河南省郑州市二七区大学中路2号","河南","45"
"松下电器(美国)知识产权公司","苹果公司","H04L27/36; H04B7/0456; H04L27/26","美国","美国加利福尼亚州","美国","美国"
"电子科技大学中山学院","合肥智慧龙机械设计有限公司","G06T11/60; G06T11/40; G06T7/80; G06T7/62; G06T7/11; G06T5/50; G06T5/00","广东","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","广东","23"
"无锡桑尼安科技有限公司","北京交通大学","G06K9/00; G06K9/32","北京","100044 北京市海淀区西直门外上园村3号北京交通大学中国产业安全研究中心博士后科研工作站","北京","10"
"南方电网数字电网研究院有限公司","南方电网数字平台科技(广东)有限公司","G06F16/27","广东","518000 广东省深圳市南山区沙河街道高发社区侨香路智慧广场D栋501、502、601、602","广东","51"
"西门子股份公司","西门子瑞士有限公司","G06F16/25; G06N3/08; G06N20/00","德国","瑞士苏黎世","德国","瑞士"
"无锡桑尼安科技有限公司","吉林大学","G06K9/00","吉林","130000 吉林省长春市前进大街2699号","吉林","13"
"鸿海精密工业股份有限公司; 鸿富锦精密工业(深圳)有限公司","北京智谷技术服务有限公司","H04L12/28; H04L9/32; H04M7/00; H04W12/06; H04W88/02","广东","100085 北京市海淀区小营西路33号1层1F06室","广东","10"
"深圳市腾讯计算机系统有限公司","广州酷狗计算机科技有限公司","G06F3/0485","广东","510000 广东省广州市天河区科韵路16号自编2栋1301房","广东","51"
"阿里巴巴(中国)有限公司","平头哥(上海)半导体技术有限公司","G06F15/173","浙江","200120 上海市浦东新区自由贸易试验区上科路366号、川和路55弄2号5层","浙江","20"
"闽江学院","合肥智慧龙机械设计有限公司","G06V40/16; G06V10/764; G06V10/46; G06V10/82; G06N3/0464; G06N3/0442; G06N3/08","福建","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","福建","23"
"山东爱城市网信息技术有限公司","浪潮卓数大数据产业发展有限公司","G06F21/32; G06F7/58; H04L9/06; H04L9/08","江苏","214002 江苏省无锡市无锡经济开发区金融一街15号1101、1102、1103、1104、1105、1106、1107、1108","江苏","21"
"齐齐哈尔大学","东北石油大学","G06F19/00","黑龙江","163318 黑龙江省大庆市高新技术产业开发区发展路199号","黑龙","16"
"国际商业机器公司","纬创资通股份有限公司","G06F15/00; G06F12/00; G06F13/00; G06F17/21; G06F17/30","美国",NA,"美国","Unknown"
"温州大学","陕西师范大学","G06K19/06; G06K7/14; G06F21/60; G06F21/62; G06Q10/04","浙江","710000 陕西省西安市雁塔区长延堡办长安南路东侧","浙江","71"
"努比亚技术有限公司","重庆葵海数字科技有限公司","G06F21/36; G06F21/84; G06F3/04847; G06F3/0488; G06Q20/32","重庆","400000 重庆市江北区港城东路8号5幢4-4","重庆","40"
"深圳传音控股股份有限公司","诺基亚技术有限公司","H04L1/18","广东","芬兰埃斯波","广东","芬兰"
"芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司","展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司","H04L25/02; H04L27/26","上海","201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼","上海","20"
"闽江学院","龙图腾网科技(合肥)股份有限公司","G06Q10/04; G06Q10/08; G06N3/12","福建","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","福建","23"
"西门子工业公司","西门子股份公司","G06F15/16; G06F9/45; G06F12/00; G06F17/00; G05B19/05; G06F9/445","美国","德国慕尼黑","美国","德国"
"南通大学","深圳泓越信息科技有限公司","G06F40/295; G06F16/35; G06N3/04","江苏","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江苏","51"
"贝壳找房(北京)科技有限公司","北京房江湖科技有限公司","G06F16/958; G06F8/61","北京","101309 北京市顺义区杨镇二街村农场路62号24室","北京","10"
"努比亚技术有限公司","爱云保(上海)科技有限公司","G06F9/451; G06F16/51","上海","200050 上海市长宁区娄山关路500号7-59室","上海","20"
"郑州云海信息技术有限公司","浪潮(北京)电子信息产业有限公司","G06F9/48; G06F9/52","北京","100085 北京市海淀区上地信息路2号2-1号C栋1层","北京","10"
"北华航天工业学院","深圳万知达科技有限公司","G06F18/2431; G06F18/241; G06N3/042; G06N3/045; G06N3/0475; G06N3/094; G06F18/213","河北","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","河北","51"
"王梅","爱云保(上海)科技有限公司","G06F3/06; G06F16/17; G06F21/78","上海","200051 上海市长宁区娄山关路500号7-59室","上海","20"
"重庆大学","湖北华中电力科技开发有限责任公司","G06F16/9536; G06F16/9538; G06F16/955; G06F40/284; G06N3/04; G06N3/08","重庆","430000 湖北省武汉市洪山区珞瑜路546号","重庆","43"
"北京明略软件系统有限公司","上海明胜品智人工智能科技有限公司","G06T7/246; G06T7/73; H04N7/18","北京","200232 上海市徐汇区云锦路701号西岸人工智能中心32层","北京","20"
"西安理工大学","合肥净龙环保科技有限公司","G06T9/00","陕西","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1017","陕西","23"
"中国科学院遥感与数字地球研究所","中国科学院空天信息创新研究院","G06Q50/26","北京","100080 北京市海淀区北四环西路19号","北京","10"
"重庆智韬信息技术中心","福建爱特点信息科技有限公司","H04L29/06; G06Q20/40; G06Q20/42","福建","350000 福建省福州市马尾区湖里路27号1#楼2-45F室(自贸试验区内)","福建","35"
"杭州电子科技大学","芽米科技(广州)有限公司","G06Q10/0631; G06Q10/047; G16H40/20; G06N5/01","浙江","510530 广东省广州市黄埔区科丰路85号801房","浙江","51"
"阿里巴巴(中国)有限公司; 优酷网络技术(北京)有限公司","阿里云计算有限公司; 阿里巴巴(中国)有限公司","G06F17/30","北京","310024 浙江省杭州市西湖区转塘科技经济区块16号8幢; 310052 浙江省杭州市滨江区长河街道网商路699号4号楼5楼508室","北京","31"
"诺基亚公司; 诺基亚(中国)投资有限公司","诺基亚技术有限公司; 诺基亚公司","G06F3/023; H04M1/23; G06F3/00; G06F3/01; G06F17/21; G06F17/22","北京","芬兰埃斯波","北京","芬兰"
"陕西科技大学","深圳万知达科技有限公司","G06K9/00; G06F21/31; G06F21/60","陕西","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","陕西","51"
"深圳市宇恒互动科技开发有限公司","深圳荞漾人工智能集团有限公司","G06F3/01; G06F17/30","广东","518000 广东省深圳市南山区粤海街道麻岭社区麻雀岭工业区9栋华富洋供应链大厦B022","广东","51"
"鲁东大学","合肥名龙电子科技有限公司","G06T1/00","山东","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","山东","23"
"北京市商汤科技开发有限公司","深圳市商汤科技有限公司","G06K9/66; G06V10/764","北京","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室","北京","51"
"哈尔滨理工大学","常州工学院","G06F3/01; G02B27/00; A61B3/113; A61B3/14","江苏","213031 江苏省常州市新北区辽河路666号","江苏","21"
"皇家飞利浦电子股份有限公司","高通股份有限公司","G06T9/00; H04N7/26","美国","美国加利福尼亚州","美国","美国"
"四川九成信息技术有限公司","成都鼎智汇科技有限公司","G06F9/44","四川","610041 四川省成都市高新区天府大道中段1388号1栋7层772号","四川","61"
"广东工业大学","深圳泓越企业管理咨询有限公司","G06F9/455; G06F9/50","广东","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","广东","51"
"奇智软件(北京)有限公司","北京奇安信科技有限公司","H04L29/06; H04L29/08","北京","100016 北京市朝阳区酒仙桥路甲10号3号楼15层17层1701-26","北京","10"
"武汉轻工大学","合肥智慧龙机械设计有限公司","G06Q10/0639; G06Q50/04","湖北","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","湖北","23"
"山东师范大学","芽米科技(广州)有限公司","G06F16/9535; G06N3/0455; G06N3/048; G06N3/08; G06Q10/0639; G06Q50/20","山东","510530 广东省广州市黄埔区科丰路85号801房","山东","51"
"北京工业大学","江苏博智软件科技股份有限公司","G06N3/12; G06Q50/00","北京","210000 江苏省南京市雨花台区软件大道168号3栋5层","北京","21"
"上海朗帛通信技术有限公司","荣耀终端有限公司","H04L5/00","上海","518040 广东省深圳市福田区香蜜湖街道红荔西路8089号深业中城6号楼A单元3401","上海","51"
"天津师范大学","合肥名龙电子科技有限公司","G06T7/00; G06N3/04","天津","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","天津","23"
"杭州电子科技大学","深圳万知达技术转移中心有限公司","G06F30/33; G06F115/04","浙江","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1003","浙江","51"
"艾利森电话股份有限公司","OPPO广东移动通信有限公司","H04L1/18","瑞典","广东省东莞市长安镇乌沙海滨路18号","瑞典","广东"
"国际商业机器公司","联想(新加坡)私人有限公司","G06F9/06; G06F9/48; G06F9/46; G06F13/24; G06F15/78","美国",NA,"美国","Unknown"
"北京奇虎科技有限公司; 奇智软件(北京)有限公司","北京奇虎科技有限公司","G06F17/30","北京","100015 北京市朝阳区酒仙桥路6号院2号楼1至19层104号内8层801","北京","10"
"LG电子株式会社","知识产权之桥一号有限责任公司","H04L5/00","韩国","日本东京都","韩国","日本"
"江苏科技大学","合肥智慧龙机械设计有限公司","G06F11/22","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","江苏","23"
"成都亚度克升科技有限公司","湖北华中电力科技开发有限责任公司","G06F16/783; G06F16/735; G06F40/30; G06N3/044; G06N3/0464; G06N3/0499; G06N3/08","四川","430000 湖北省武汉市洪山区珞瑜路546号","四川","43"
"山东浪潮人工智能研究院有限公司","浪潮集团有限公司","G06F1/02","山东","250100 山东省济南市高新区浪潮路1036号","山东","25"
"山东汇贸电子口岸有限公司","上海浪潮云计算服务有限公司","H04L29/06; H04L29/08; H04L12/24","上海","200436 上海市闸北区江场三路238号411室","上海","20"
"华中科技大学","中天宽带技术有限公司","H04L27/36; H04L27/20; H04B10/556; H04B10/50; H04B10/54","湖北","226400 江苏省南通市如东县河口镇中天工业园区","湖北","22"
"浪潮集团有限公司","山东浪潮人工智能研究院有限公司","G06F17/50","山东","250100 山东省济南市高新区浪潮路1036号浪潮科技园S05楼北六层","山东","25"
"黑龙江大学","江苏派智信息科技有限公司","G06F16/9536; G06Q50/00","江苏","212001 江苏省镇江市高新区南徐大道298号睿泰产业园C座7楼","江苏","21"
"王梅","上海豹云网络信息服务有限公司","G06F16/174","上海","200000 上海市长宁区茅台路179号一层L227X室","上海","20"
"北京科技大学","中咨数据有限公司; 中国公路工程咨询集团有限公司","G06F11/36; G06F21/57; G06N3/08; G06N3/04","北京","100089 北京市海淀区紫竹院路116号8层A座908","北京","10"
"浪潮软件集团有限公司","浪潮软件科技有限公司","G06Q40/00; G06F17/30; H04L29/06","山东","250100 山东省济南市高新区浪潮路1036号浪潮科技园","山东","25"
"华南理工大学","中国电力科学研究院有限公司","G06Q10/04; G06N3/04; G06N3/08","北京","100192 北京市海淀区清河小营东路15号","北京","10"
"西门子公司","因芬尼昂技术股份公司","G06K19/07; G06K7/08; G06K7/00; G06K7/10; H04L27/06","德国",NA,"德国","Unknown"
"浙江理工大学","合肥名龙电子科技有限公司","G06T7/00; G06T7/136","浙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","浙江","23"
"浙江理工大学","和宇健康科技股份有限公司","G06F11/36","浙江","510627 广东省广州市天河区海安路13号之一2003、1801、1804房","浙江","51"
"浙江工业大学","湖州优研知识产权服务有限公司","G06F21/16","浙江","313000 浙江省湖州市南浔区南浔镇朝阳路666号南浔科技创业园一层1020室","浙江","31"
"淮阴工学院","深圳泓越企业管理咨询有限公司","G06F30/27; G06N3/006; G06N3/0442; G06N3/048; G06N3/0985","江苏","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江苏","51"
"烽火通信科技股份有限公司; 武汉飞思灵微电子技术有限公司","武汉飞思灵微电子技术有限公司; 烽火通信科技股份有限公司","H04L29/06; H04L1/00","湖北","430074 湖北省武汉市东湖开发区关东科技园东信路5号; 430000 湖北省武汉市东湖高新技术开发区高新四路6号","湖北","43"
"华为技术有限公司","荣耀终端有限公司","G06F12/02","广东","518040 广东省深圳市福田区香蜜湖街道东海社区红荔西路8089号深业中城6号楼A单元3401","广东","51"
"电子科技大学中山学院","广州大鱼创福科技有限公司","G06F30/13; G06N3/08","广东","510530 广东省广州市黄埔区科丰路85号801房","广东","51"
"威创集团股份有限公司","武汉安辰鑫信息科技有限公司","G06F3/038; G06F3/0481; G06F3/14","广东","430000 湖北省武汉市东湖新技术开发区光谷大道58号关南福星医药园1栋27层05室(自贸区武汉片区)","广东","43"
"华南师范大学","常熟市知识产权运营中心有限公司","H01L21/205; H01L29/778","广东","215500 江苏省苏州市常熟市草荡路13号","广东","21"
"西门子(中国)有限公司","西门子股份公司","G06F16/00","北京","德国慕尼黑","北京","德国"
"江苏科技大学","江苏博智软件科技股份有限公司","G06F21/50; G06F21/30; G06F21/60","江苏","210012 江苏省南京市雨花台区软件大道168号3栋5层","江苏","21"
"中国电力科学研究院有限公司","中国电力科学研究院有限公司; 国家电网有限公司","G06Q10/0631; G06Q50/06; G06Q10/0639","北京","100192 北京市海淀区清河小营东路15号","北京","10"
"杨明","安徽大学","H05B33/08; H05B44/00","安徽","230601 安徽省合肥市经济技术开发区九龙路111号安徽大学","安徽","23"
"武汉斗鱼网络科技有限公司","同方计算机有限公司","G06F21/12; G06F21/60; G06F21/64","湖北","214000 江苏省无锡市锡山经济开发区(东亭)春笋东路118号","湖北","21"
"陕西师范大学","中科柏诚科技(北京)股份有限公司","H04L67/1097; H04L9/08; H04L9/32; H04L9/40; G06F21/64; H04L1/00","北京","101300 北京市顺义区高丽营镇文化营村北(临空二路1号)","北京","10"
"盐城工学院","龙图腾网科技(合肥)股份有限公司","G01R27/02","江苏","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","江苏","23"
"上海交通大学","广东电网有限责任公司广州供电局","G06Q10/04; G06Q10/06; G06Q50/06","广东","510000 广东省广州市天河区天河南二路2号","广东","51"
"哈尔滨理工大学","重庆理工大学","G06F30/23; G06F119/08; G06F119/14","重庆","401320 重庆市巴南区红光大道69号","重庆","40"
"杨娟","上海领甲数据科技有限公司","G06K9/00; B64D47/08","上海","200050 上海市长宁区长宁路1661弄20号204室","上海","20"
"广州供电局有限公司; 广州科腾信息技术有限公司","广东电网有限责任公司广州供电局; 广州供电局有限公司","H04L29/08; H04N7/18; G06Q10/10; H04W84/18","广东","510620 广东省广州市天河区天河南二路2号; 510000 广东省广州市天河区天河南二路2号","广东","51"
"南方电网数字电网研究院有限公司","南方电网数字电网科技(广东)有限公司","H04L29/06; H04L29/08; H04B3/54","广东","510700 广东省广州市黄埔区光谱中路11号2栋3单元14层全层","广东","51"
"鸿富锦精密工业(深圳)有限公司; 鸿海精密工业股份有限公司","国网上海市电力公司","G06F3/023; G06F3/02; G06F3/0354; H04M1/00","广东","200002 上海市南京东路181号","广东","20"
"北京拓思德科技有限公司; 北京奇禄管理咨询有限公司; 田雪松","北京奇禄管理咨询有限公司; 北京拓思德科技有限公司; 田雪松","G06F3/0354; G06F3/038","北京","100044 北京市海淀区中关村大街18号8层04-758; 100083 北京市海淀区花园东路10号高德大厦十一层1108号; 100029 北京市朝阳区北辰西路69号峻峰华亭D座1012; 100098 北京市海淀区北三环西路甲18号院2号楼803-3","北京","10"
"北京奇禄管理咨询有限公司; 北京拓思德科技有限公司; 田雪松","北京拓思德科技有限公司; 北京奇禄管理咨询有限公司; 田雪松","G06F3/0354; G06F3/038","北京","100083 北京市海淀区花园东路10号高德大厦十一层1108号; 100044 北京市海淀区中关村大街18号8层04-758; 100098 北京市海淀区北三环西路甲18号院2号楼803-3; 100029 北京市朝阳区北辰西路69号峻峰华亭D座1012","北京","10"
"成都酷狗创业孵化器管理有限公司; 广州酷狗计算机科技有限公司","广州酷狗计算机科技有限公司; 成都酷狗创业孵化器管理有限公司","H04N21/2187; H04N21/239; H04N21/254; H04N21/262; H04N21/442; H04N21/4627; H04N21/466; H04N21/81; G06F16/635; G06F16/9535","四川","510660 广东省广州市天河区黄埔大道中315号自编1-17; 610000 四川省成都市中国(四川)自由贸易试验区成都高新区天府大道中段500号1栋41楼4119","四川","51"
"江南大学","湖州优研知识产权服务有限公司","G06K9/62; G06K9/46; G06K9/40","江苏","313000 浙江省湖州市南浔区南浔镇朝阳路666号南浔科技创业园一层1020室","江苏","31"
"LG电子株式会社","汤姆逊许可公司","H04L1/00; H04B7/08","韩国","法国伊西莱穆利欧市","韩国","法国"
"石家庄铁道大学","合肥九州龙腾科技成果转化有限公司","G06T5/00; G06T5/40; G06T7/00; G06T7/11; G06T7/136","河北","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","河北","23"
"江苏海洋大学","合肥智慧龙机械设计有限公司","G06F30/23; G06F30/13; G06F30/12","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","江苏","23"
"安华高科技通用IP(新加坡)公司","安华高科技股份有限公司","H04L12/933","新加坡","新加坡新加坡市","新加","新加"
"TCL通讯(宁波)有限公司","TCL移动通信科技(宁波)有限公司","G06F9/45; G06F9/44","浙江","315100 浙江省宁波市高新区扬帆路999弄5号10楼","浙江","31"
"重庆邮电大学","湖北华中电力科技开发有限责任公司","G06F16/13","重庆","430070 湖北省武汉市洪山区珞瑜路546号","重庆","43"
"杨娟","无锡臻永科技有限公司","G06K9/00; G06K9/40; H04N7/18; B08B3/02; G05B19/042","江苏","214000 江苏省无锡市梁溪区南湖大道855号801-02室","江苏","21"
"上海云从企业发展有限公司","四川云从天府人工智能科技有限公司","G06K9/00","上海","610000 四川省成都市中国(四川)自由贸易试验区成都天府新区煎茶街道菁蓉南三街99号","上海","61"
"太原理工大学","广东工业大学","G06F7/58","山西","510060 广东省广州市东风东路729号","山西","51"
"南昌欧菲光科技有限公司","南昌虚拟现实研究院股份有限公司","G06F3/044","江西","330000 江西省南昌市红谷滩新区会展路545号红谷城投大厦1408室","江西","33"
"长安大学","中咨数据有限公司; 中国公路工程咨询集团有限公司","G06K9/00; G06K9/34; G06K9/38; G06K9/40; G06T7/187; G06T7/90","陕西","100089 北京市海淀区紫竹院路116号8层A座908","陕西","10"
"中国科学院地理科学与资源研究所","昆明理工大学","G06F17/18","云南","650000 云南省昆明市一二一大街文昌路68号","云南","65"
"阿里巴巴集团控股有限公司","平头哥(上海)半导体技术有限公司","G06N3/082; G06N3/0464","上海","上海市浦东新区自由贸易试验区上科路366号、川和路55弄2号5层","上海","上海"
"国电南瑞科技股份有限公司","国电南瑞科技股份有限公司; 南瑞集团有限公司","H04L9/40","江苏","211106 江苏省南京市江宁经济技术开发区诚信大道19号2幢","江苏","21"
"南通大学","合肥名龙电子科技有限公司","G06F17/10; G06Q10/04; G06Q50/06","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","江苏","23"
"深圳汇通智能化科技有限公司","上海工业控制安全创新科技有限公司","G07C5/08; G06N3/04; G06N3/08","上海","200000 上海市普陀区云岭西路600弄6号901室","上海","20"
"浙江工商大学","深圳万知达科技有限公司","H04L1/00; H04L1/16","浙江","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","浙江","51"
"深圳天珑无线科技有限公司","天聚地合(苏州)数据股份有限公司","G06F3/0482; G06F3/0488","江苏","215000 江苏省苏州市苏州工业园区启月街288号紫金东方大厦307室","江苏","21"
"南阳理工学院","上海电子信息职业技术学院","G06F3/01; G09B5/06","上海","201411 上海市奉贤区奉城镇瓦洪公路3098号","上海","20"
"阿尔卡特朗讯公司","高通股份有限公司","H04L12/28; H04L12/24; H04L12/18; H04L29/06; H04L12/46","法国","美国加利福尼亚州","法国","美国"
