"转让人","受让人","IPC分类号"
"深圳第七大道科技有限公司","深圳第七大道网络技术有限公司","G06F9/38; G06F9/50"
"沧州供电公司; 国家电网公司河北省电力公司","沧州供电公司; 国家电网公司河北省电力公司; 国家电网公司; 国网河北省电力公司沧州供电分公司国网河北省电力公司","G06F1/30"
"江苏省电力试验研究院有限公司","江苏省电力试验研究院有限公司; 江苏省电力公司国家电网公司; 江苏省电力公司电力科学研究院","H04L29/08; H04L29/06; G09B5/08"
"国网电力科学研究院","国家电网公司; 国网电力科学研究院","G06F7/58; H04L9/18"
"星云融创(北京)科技有限公司; 星云融创(北京)信息技术有限公司","星云融创(北京)信息技术有限公司; 星云融创(北京)科技有限公司","H04L29/06; H04L12/26"
"辽宁省电力有限公司抚顺供电公司","辽宁省电力有限公司抚顺供电公司; 国家电网公司","G06Q10/06; G06Q50/06"
"东北电力科学研究院有限公司","东北电力科学研究院有限公司; 辽宁省电力有限公司电力科学研究院国家电网公司","G06Q10/00; G06Q50/06"
"湖州电力局","湖州电力局; 国家电网公司","G06Q10/06; G06Q50/06; G08C17/02; H04W4/14"
"崔铮","南昌欧菲光科技有限公司","G06F3/041"
"辽宁省电力有限公司盘锦供电公司","辽宁省电力有限公司盘锦供电公司; 国家电网公司","G06F21/00; G06F21/34"
"汪德嘉","苏州通付盾信息技术有限公司","H04L29/08; H04L29/06"
"冀北电力有限公司计量中心","冀北电力有限公司计量中心; 国家电网公司","G06F19/00; G01R35/04"
"江苏省电力公司苏州供电公司","江苏省电力公司苏州供电公司; 江苏省电力公司国家电网公司","H04L29/08; G08C19/00"
"李勃","南京大学","G06T7/40"
"易莲无限(北京)科技发展有限责任公司; 王楚云","王楚云; 北京极科极客科技有限公司","H04L29/08; H04L29/12"
"宋健民","铼钻科技股份有限公司","G06F1/20; H01L23/36; H01L23/34"
"因芬尼昂技术北美公司","英飞凌科技股份有限公司","G06F11/10; H03M13/25; H03M13/41; H04L1/00"
"三因迪斯克公司; 桑迪士克科技公司; 智能智慧财产控股责任有限公司; PS3力豪公司","桑迪士克科技公司; 智能智慧财产控股责任有限公司; PS3力豪公司; PS2力豪公司","G06F11/00; G06F11/14; G06F12/16; G06F3/06; G11C16/02; G11C16/30"
"B·F·加萨比安","无键系统有限公司","G06F3/01; G06F3/023; G06F3/048; G06F3/16; G10L15/26; G06F3/0354; G06F3/0482; G06F3/0488; H04M1/72466"
"国际商业机器公司; 微软公司","微软公司; 微软技术许可有限责任公司","G06F15/80; G06F15/78; G06F9/38; G06F15/16"
"SK电信股份有限公司","SK电信股份有限公司; SK普兰尼特有限公司","H04L12/28"
"瑞尔视科技亚太有限公司","瑞尔数码有限公司","H04L9/32; G06F21/10"
"汤姆逊许可证公司","GVBB控股股份有限公司","G06F9/00"
"斯普林伯德零售网络特许有限公司","莫卡特斯技术有限公司","G06Q30/00; G06F3/00"
"格瑞德网络传输私人有限公司","吉田健治","G06F3/042; A63F13/00; A63F13/08; A63F1/00; A63F1/02; A63F3/02; H04N1/195; G06K19/06; G06K19/08; A63F13/213; A63F13/26; A63F13/428"
"西门子(中国)有限公司","诺基亚西门子通信技术(北京)有限公司","H04L12/28; H04Q7/22; H04W4/06; H04W28/18"
"格瑞德IPPTE有限公司","吉田健治","G06K9/00; G09B29/10; G01C21/26; G06F3/041; G06F3/042; G06F3/048; G06F3/12; G06K7/00; G06K19/06; G06Q50/00; G06Q50/10; G09B29/00; G06F3/0481; G06F3/0484"
"万平有限公司","卢派投资有限责任公司","G06F7/00; G06F12/00; G06F17/00; G06F15/16; G06F15/167; G06F17/30; H04Q7/20; H04M1/72436; H04M1/72406; H04M1/72454"
"汤姆逊许可公司","GVBB控股股份有限公司","G06F17/50"
"斯专兹有限公司; 科尔伍德科技有限责任公司","科尔伍德科技有限责任公司; 苹果公司","G06F15/16"
"2011知识产权资产信托公司; 核心无线许可有限公司; 诺基亚公司","核心无线许可有限公司; 微软技术许可有限责任公司; 诺基亚2011专利信托公司","H04L12/28; H04M1/72415"
"交互数字技术公司; 北京新岸线移动通信技术有限公司","北京新岸线移动通信技术有限公司; 广东新岸线计算机系统芯片有限公司","H04L12/28; H04L12/56"
"汪家祥; 曲立东","北京中天安泰信息科技有限公司","G06F21/22; G06F11/14; G06F21/56"
"阿鲁巴网络开曼公司","安移通网络公司","H04L12/50; H04W40/12"
"梁庚荣","友益(UX)有限公司","G06F15/16"
"万向媒体集团","SK普兰尼特有限公司","G06F17/00"
"SK电信有限公社","SK普兰尼特有限公司","G06Q30/00; G06Q30/06"
"邱小益","武汉哈福科技有限公司","G06F19/00; A61B19/00; A61B90/00"
"王智","大连海兰德维通信技术有限公司","H04L25/03; H04L27/26"
"北京星谷科技有限公司","无锡星谷科技有限公司","H04L29/06; H04L12/58"
"韩国电子通信研究院","韩国电子通信研究院; 韩国科学技术院","H04L12/24; H04L45/24; H04L45/28"
"成都宇达电通有限公司","环达电脑(上海)有限公司","G06F9/44"
"北京世纪红山科技有限公司","北京红山世纪科技有限公司","H04L29/06; H04L9/08; H04L9/32"
"赵怀志","中公高科养护科技股份有限公司","G06K9/46; G06K9/38"
"韩相烈","合迪示触摸技术有限公司","G06F3/041"
"石家庄金中华商贸有限公司","北京普众传媒广告有限责任公司","H04L29/08; H04L29/06"
"米其林技术公司; 米其林研究和技术股份有限公司","米其林集团总公司; 米其林研究和技术股份有限公司","G06T7/00"
"北京市电力公司; 东软集团股份有限公司","国家电网公司; 北京市电力公司东软集团股份有限公司","G06F17/30; G06F19/00"
"上海西本钢铁贸易发展有限公司","西本新干线电子商务有限公司","G06Q30/00"
"优莱企业有限公司","利物浦大学","G06T7/00; A61B5/103"
"艾伦·马金; 肯尼思·戈勒","安全内容储存联合有限责任公司","G06F21/00"
"OEM有限责任公司","杰米特有限公司","G06Q50/00"
"卡罗林斯卡创新协会有限公司","拜耳制药股份公司","G06F19/00"
"世景有限公司","世景有限公司; 朴宰范","G06F3/041"
"华北电力科学研究院有限责任公司; 北京煜邦电力技术有限公司","华北电力科学研究院有限责任公司; 北京煜邦电力技术有限公司国家电网公司","H04L29/06; H04L12/56"
"安徽省电力公司芜湖供电公司","安徽省电力公司芜湖供电公司; 国家电网公司","G06F11/36; G08C17/02; H02J13/00; H02J3/00"
"CPA软件有限公司","CPA全球专利研究有限公司","G06F17/30"
"佳学时代教育科技(北京)有限公司","北京紫光在线教育科技有限公司","H04L9/32"
"上海广播电视台; 应旭峰","上海东方传媒集团有限公司; 应旭峰","G06F9/44; G06T15/00"
"上海云未信息科技有限公司; 上海亿川信息技术有限公司","上海雅佳居投资有限公司; 上海云未信息科技有限公司","G06F9/44; G06Q50/00; G06Q50/20"
"美光科技公司","朗洛克研发有限责任公司","G06F12/00; G06F12/06; G11C16/00"
"樊晓青","天津黑马行云物联网科技有限公司","G06K17/00; G06K19/067"
"邓迪","云联(北京)信息技术有限公司","G06F15/16; G06F15/173"
"北京环球聚浪网络科技有限公司","北京聚宝网络科技有限公司","H04L29/06; H04L9/32"
"盛大计算机(上海)有限公司; 上海果壳电子有限公司","上海果壳电子有限公司; 上海盛轩网络科技有限公司","G06F17/21; G06F17/25; G09G5/26; G06F40/189"
"北京爱奥时代信息科技有限公司","守望者科技(北京)有限公司","G06Q20/00; G06Q20/32"
"上海谷风网络科技有限公司","上海黎众木业有限公司","G06F19/00"
"李超","北京宸瑞科技有限公司","G06F17/30"
"日本写真印刷株式会社","高波动技术英国有限责任公司","G06F3/041; G06F3/038"
"宋锡垣","意索比公司","G06Q30/00"
"上海奈凯电子科技有限公司; 上海维宏电子科技有限公司","上海维宏电子科技股份有限公司","H04L29/12; H04L29/06"
"北京星谷科技有限公司; 无锡星谷科技有限公司; 江西育泽科技有限公司","无锡星谷科技有限公司; 江西育泽科技有限公司; 深圳市星谷科技有限公司","H04L29/06; H04N7/52"
"上海领意信息技术有限公司","上海领意信息系统集成有限公司","G06Q40/00"
"夏勤炜","上海复益智信息科技发展有限公司","G06Q30/00"
"ITT制造企业公司","ITT制造企业有限责任公司","G06F17/00"
"默沙东公司","先灵公司","G06Q50/00; G06Q10/00; G06Q40/00; G16H10/60"
"心血管疾病诊断技术公司","通用电气公司","G06Q50/00"
"格拉莫赛奥尼有限责任公司","格拉默西旺技术公司","G06Q10/00"
"神州付(北京)软件技术有限公司","钱袋网(北京)信息技术有限公司","G06F13/38; H04M1/725; H04M1/72409"
"先进微装置公司; 36有限责任公司; Fab; Amd","先进微装置公司","G06F11/00; G01R31/317; H01L23/34"
"吉林省电力有限公司长春供电公司","吉林省电力有限公司长春供电公司; 国家电网公司","G06Q10/00; G06Q50/00; H02J13/00; G06Q50/06"
"北京中电飞华通信股份有限公司","北京国电通网络技术有限公司; 北京中电飞华通信股份有限公司; 国家电网公司","H04L29/06; H04B3/54"
"中国石油大学(华东); 临安市仲越电子有限公司","北京广联智能科技有限公司","H04L27/26; H04B3/54"
"张永","丰郅(上海)新能源科技有限公司","G06F1/08"
"福建十方数码技术有限公司; 北京九度无线传媒广告有限公司","北京网信高科信息技术有限公司; 福建十方数码技术有限公司","G06Q30/00"
"山东高效能服务器和存储研究院; 山东浪潮汇彩投资控股有限公司","山东浪潮汇彩投资控股有限公司; 浪潮电子信息产业股份有限公司","G06F17/30"
"普啦纳动漫文化传播(北京)有限公司; 北京万豪天际文化传播有限公司","蓝帽子(厦门)文化传播有限公司; 普啦纳动漫文化传播(北京)有限公司","G06F19/00"
"上海市电力公司; 上海欣能信息科技发展有限公司","上海市电力公司; 国家电网公司上海欣能信息科技发展有限公司","G06Q10/00; G06Q50/00"
"北京中数威利超导微电子科技有限公司","北京奥信通科技发展有限公司","G06K19/07; G06K7/00; G06K17/00"
"成都市世嘉电子实业有限公司","成都博盛信息技术有限公司","G06F17/16; H04N7/30; H04N19/625"
"罗·埃拉扎里-沃卡尼; 埃胡德·亚奈","浮纳斯有限公司","G06F19/00; G16H40/67"
"埃胡德·亚奈; 罗·埃拉扎里-沃卡尼","浮纳斯有限公司","G06F19/00; G16H40/67"
"凹凸电子(武汉)有限公司","凹凸科技国际股份有限公司","H04L29/06; H04L29/08"
"上海乐毅信息科技有限公司","南京第五十五所技术开发有限公司","G06F9/445; G06F11/14"
"上海市电力公司; 上海博繁企业发展有限公司","上海市电力公司; 国家电网公司","G06Q50/00; G06Q10/06; G06Q50/06"
"朴补铉","艾伊斯视觉株式会社","G06Q30/02; G06Q20/00; G06Q30/00"
"上海博泰悦臻网络技术服务有限公司; 上海博泰悦臻电子设备制造有限公司","上海博泰悦臻网络技术服务有限公司","G06Q30/00"
"郑进","天津黑马行云物联网科技有限公司","G06Q30/00; G06K19/02"
"西山修平","株式会社日本分散数据库研究所; 株式会社日本电子技术系统","G06F12/00"
"泰科电子公司; 半导体元件工业有限责任公司","电子触控产品解决方案公司; 半导体元件工业有限责任公司","G06F3/043"
"东莞市南星电子有限公司","聚能户外用品技术服务(深圳)有限公司","H04L5/16; H04L1/16"
"浙江华龙阀门有限公司","浙江华龙巨水科技股份有限公司","G06Q10/00; G06Q10/06"
"讯凯国际股份有限公司","凯创研究有限责任公司","G06F3/01; G06F3/033; G06F3/0354"
"不嘴炮工作室股份有限公司","詹士毅","H04L29/08; G06F3/01; G06F17/30"
"上海佳艾商务信息咨询有限公司","艾熹信息技术(上海)有限公司","G06F17/30"
"诺基亚股份有限公司; 2011知识产权资产信托","2011知识产权资产信托; 柯尔无限授权责任有限公司","G06F17/30"
"无锡市美普索特电子科技有限公司","无锡市美网网络信息技术有限公司","G06K7/00; G06K19/06"
"陈健华","苏州海加网络科技有限公司","G06F17/30"
"王从胜","苏州海加网络科技有限公司","H04L12/56; H04L29/08; H04L29/06; H04L12/811"
