"转让人","受让人","申请人地区","受让人地址","转让人省份","受让人省份"
"深圳市燃气集团股份有限公司; 深圳市深创流体系统科技有限公司","深圳市燃气集团股份有限公司; 高新伟","广东","518000 广东省深圳市福田区梅坳一路268号","广东","51"
"杭州数据点金科技有限公司","杭州盈格信息技术有限公司","浙江","310000 浙江省杭州市经济技术开发区白杨街道科技园57号16幢604-605室","浙江","31"
"凯兹株式会社; 日本电气株式会社","凯兹株式会社; 恩益禧电子股份有限公司","日本",NA,"日本","Unknown"
"莆田市烛火信息技术有限公司; 西安纸贵互联网科技有限公司","西安纸贵互联网科技有限公司; 灵境数字(北京)科技有限公司","福建","710065 陕西省西安市高新区丈八街办高新二路12号1A201、1G201号房屋; 101318 北京市顺义区临空经济核心区融慧园6号楼4-185","福建","71"
"活点信息技术有限公司","刘润滋","山东","276800 山东省日照市东港区富阳路北段96号","山东","27"
"宽边利口酒株式会社","宽边沃林克株式会社","日本","日本东京","日本","日本"
"方正璞华软件(武汉)股份有限公司; 方正株式(武汉)科技开发有限公司","方正璞华软件(武汉)股份有限公司; 璞华科技有限公司","湖北","430000 湖北省武汉市东湖新技术开发区高新大道999号","湖北","43"
"江苏裕兰信息科技有限公司; 北京智视信息科技有限公司","珠海大轩信息科技有限公司; 江苏裕兰信息科技有限公司","北京","519000 广东省珠海市香洲区兴业路88号优特总部大厦1606室; 225000 江苏省扬州市仪征市汽车工业园管委会108室","北京","51"
"东北大学","东北大学; 东北大学佛山研究生创新学院","辽宁","110819 辽宁省沈阳市和平区文化路三号巷11号","辽宁","11"
"常州华佳医疗器械有限公司","常州华联医疗器械集团股份有限公司","江苏","213000 江苏省常州市钟楼区邹区镇岳津路55号","江苏","21"
"苏州聚悦信息科技有限公司","苏州凯新斯智能科技有限公司","江苏","215000 江苏省苏州市高新区浒杨路88号","江苏","21"
"泰州市出彩网络科技有限公司","山东众志电子有限公司","山东","271000 山东省泰安市高新区南天门大街1110号泰山科技城A1","山东","27"
"广州知弘科技有限公司","深圳市中交出行科技有限公司","广东","518000 广东省深圳市南山区粤海街道高新区社区科技南十二路011号方大大厦12A01","广东","51"
"迪维克斯有限责任公司","索尼克IP股份有限公司","美国","美国加利福尼亚","美国","美国"
"浙江双成电气有限公司","国网浙江省电力有限公司绍兴供电公司; 浙江双成电气有限公司","浙江","312000 浙江省绍兴市越城区绍兴市胜利东路58号","浙江","31"
"哈尔滨登勤科技有限公司","西安知阅鑫电子科技有限公司","黑龙江","710000 陕西省西安市经济技术开发区凤城四路103号世融嘉轩2号楼1107","黑龙","71"
"富港电子(东莞)有限公司; 正崴精密工业股份有限公司","富港电子(昆山)有限公司; 正崴精密工业股份有限公司","江苏","215324 江苏省昆山市锦溪镇正崴路2号","江苏","21"
"西安奇维科技有限公司; 北京理工雷科电子信息技术有限公司; 西安思导瑞智信息科技有限公司","西安思导瑞智信息科技有限公司; 西安奇维科技有限公司; 北京理工雷科电子信息技术有限公司; 雷智数系统技术(西安)有限公司","陕西","710117 陕西省西安市高新区西太路526号信息产业园二期4号楼A1-134号; 710065 陕西省西安市高新区锦业路69号创业研发园C区8号; 710117 陕西省西安市高新区兴隆街办西太路526号信息产业园二期4号楼A2-02","陕西","71"
"韩旭","赫扬科技股份有限公司","台湾",NA,"台湾","Unknown"
"深圳市陨石通信设备有限公司","杭州联络互动信息科技股份有限公司","广东","310000 浙江省杭州市滨江区南环路3766号","广东","31"
"张原荣","宝德科技股份有限公司","台湾","中国台湾台北县, 邮编 :","台湾","中国"
"郑馨雨","沈歌华; 刘文君","广东","115100 辽宁省营口市大石桥市向阳里33号8-5-7","广东","11"
"斯迈达IP有限公司; 大卫·芬恩; 曼弗雷德·里兹勒","斯马特拉克投资有限公司; 斯迈达IP有限公司","德国","荷兰阿姆斯特丹","德国","荷兰"
"武汉轻工大学; 武汉尧正科技有限公司","武汉尧正科技有限公司; 陕西粮农优选食品有限公司","湖北","430000 湖北省武汉市硚口区集贤里94号5号楼1单元5层4号; 719000 陕西省榆林市米脂县国家农业产业融合发展示范园","湖北","43"
"湖北中烟工业有限责任公司; 武汉虹之彩包装印刷有限公司; 武汉问道信息技术有限公司","湖北中烟工业有限责任公司","湖北","430000 湖北省武汉市东西湖金山大道1355号","湖北","43"
"首都医科大学附属北京天坛医院; 山东产业技术研究院智能计算研究院","首都医科大学附属北京天坛医院; 济南中科泛在智能计算研究院","北京","100070 北京市丰台区南四环西路119号","北京","10"
"日本电气株式会社","苹果公司","日本","美国加利福尼亚州","日本","美国"
"北京中财慧智教育科技有限公司; 深圳富泰宏精密工业有限公司; 富士康科技股份有限公司","江苏博悦物联网技术有限公司; 深圳富泰宏精密工业有限公司; 北京中财慧智教育科技有限公司","广东","226300 江苏省南通市通州区南通高新区东大科技园1幢; 518109 广东省深圳市宝安区龙华镇富士康科技工业园F3区A栋; 100083 北京海淀区中关村东路18号财智国际大厦B706","广东","22"
"厦门市易联众易惠科技有限公司; 易联众信息技术股份有限公司","厦门市易联众易惠科技有限公司","福建","361008 福建省厦门市软件园二期观日路18号504之一","福建","36"
"王美金","场亿租网络科技(上海)有限公司","上海","200000 上海市宝山区金石路1688号D-1491","上海","20"
"上海移远通信技术股份有限公司","常州移远通信技术有限公司","上海","213164 江苏省常州市武进国家高新技术产业开发区武宜南路377号创新产业园8号厂房一楼","上海","21"
"扬智欧洲有限公司","扬智电子科技(中国)有限公司","瑞士","广东省深圳市南山区科技园北区朗山路13号紫光信息港A座206","瑞士","广东"
"三星SDI株式会社; 三星移动显示器株式会社","三星显示有限公司; 三星移动显示器株式会社","韩国","韩国京畿道龙仁市; 韩国京畿道水原市","韩国","韩国"
"凹凸电子(武汉)有限公司","迈实电子(上海)有限公司","上海","201203 上海市张江高科技园区春晓路289号1402室","上海","20"
"华为技术有限公司","深圳传音控股股份有限公司","广东","518057 广东省深圳市南山区粤海街道深南大道9789号德赛科技大厦标识层17层(自然层15层)1702-1703号","广东","51"
"芜湖久恒包装科技有限公司","安徽省久恒慧通物流有限公司","安徽","241100 安徽省芜湖市芜湖县花桥新芜绿色包装产业园","安徽","24"
"何岗; 东莞灵顿知识产权技术运营有限公司","东莞灵顿知识产权技术运营有限公司; 易宝严选科技(深圳)有限公司","广东","523000 广东省东莞市松山湖园区科技十路5号3栋1单元402室; 518000 广东省深圳市罗湖区翠竹街道翠锦社区翠竹路2099号水贝工业区1栋2层","广东","52"
"中国石油天然气集团公司; 中国石油天然气管道局; 廊坊开发区中油龙慧自动化工程有限公司","中国石油天然气集团公司; 中国石油管道局工程有限公司; 廊坊开发区中油龙慧自动化工程有限公司","北京","100007 北京市东城区东直门北大街9号中国石油大厦","北京","10"
"田治宇","昆明理工大学","云南","650000 云南省昆明市一二一大街文昌路68号","云南","65"
"华润守正招标有限公司","华润守正招标有限公司; 深圳极视角科技有限公司","广东","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","广东","51"
"国电南瑞科技股份有限公司; 国网电力科学研究院有限公司; 国网江苏省电力有限公司","国电南瑞科技股份有限公司; 国网电力科学研究院有限公司; 国网江苏省电力有限公司; 国网江苏省电力有限公司电力科学研究院","江苏","210006 江苏省南京市江宁经济技术开发区诚信大道19号2幢","江苏","21"
"法斯埃托有限公司","法斯埃托股份有限公司","美国","美国威斯康星州","美国","美国"
"四川量迅科技有限公司","长兴金石智能科技有限公司","四川","313100 浙江省湖州市长兴县李家巷镇章浜村","四川","31"
"王好贤; 哈尔滨工业大学(威海)","哈尔滨工业大学(威海); 青岛博瑞福田智能门窗科技有限公司","山东","264209 山东省威海市哈尔滨工业大学(威海)研究院1号楼南716; 266000 山东省青岛市高新区华东路以东","山东","26"
"北电网络有限公司; 岩星比德科有限公司; 2256355安大略有限公司","岩星比德科有限公司; 2256355安大略有限公司; 捷讯研究有限公司","加拿大","美国纽约; 加拿大安大略; 加拿大安大略省沃特卢市","加拿","美国"
"李思蓉","李思蓉; 张舒涵","吉林","130000 吉林省长春市朝阳区自由大路16号","吉林","13"
"湖南图龙信息技术有限公司","湖南宝信云建筑综合服务平台股份有限公司","湖南","410000 湖南省长沙市长沙高新开发区麓云路100号兴工科技园4栋501","湖南","41"
"乐图集团有限公司","北京乐图在线科技有限公司","北京","北京市海淀区知春路6号锦秋国际大厦B座902A  邮政编码 : 100088","北京","北京"
"天瑞企业股份有限公司","群赞科技(深圳)有限公司","台湾","518103 广东省深圳市宝安区福永街道福海大道福海工业园C区C3幢第一层B、C区、第三层A、B区","台湾","51"
"西门子工业公司","西门子公司","美国","德国慕尼黑","美国","德国"
"东南大学; 江苏省电力试验研究院有限公司","东南大学; 国家电网公司; 江苏省电力公司; 江苏省电力公司电力科学研究院; 江苏省电力试验研究院有限公司","江苏","210029 江苏省南京市凤凰西街243号; 210036 江苏省南京市凤凰西街243号","江苏","21"
"四川长虹电子部品有限公司","四川虹锐电工有限责任公司","四川","621000 四川省绵阳市高新区飞云大道东段261号综合保税区201厂房","四川","62"
"合肥龙智机电科技有限公司; 龙图腾网科技(合肥)股份有限公司; 重庆理工大学","上海炎颂信息科技有限公司; 合肥龙智机电科技有限公司; 龙图腾网科技(合肥)股份有限公司","重庆","200120 上海市浦东新区建韵路399号8幢5层504室; 230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704; 230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","重庆","20"
"广州知弘科技有限公司; 江苏前来信息科技有限公司","江苏前来信息科技有限公司; 京来信息技术(苏州)有限公司","广东","215000 江苏省苏州市中国(江苏)自由贸易试验区苏州片区苏州工业园区八达街111号中衡设计大楼塔楼17层1712室; 215000 江苏省苏州市常熟高新技术产业开发区贤士路88号1幢314","广东","21"
"广州振声信息技术有限公司; 广州聚百洲信息科技有限公司","广州聚高信息科技有限公司; 广州振声信息技术有限公司","广东","510030 广东省广州市越秀区水荫路117号星光映景16层; 510599 广东省广州市天河区广州大道北1112号三楼","广东","51"
"北京创毅视讯科技有限公司","北京博信视通科技有限公司; 北京创毅视讯科技有限公司","北京","100080 北京市海淀区中关村大街11号亿世界财富中心A座12层","北京","10"
"广西飞翔者科技有限公司","柳州市永和彩印包装有限公司","广西","545100 广西壮族自治区柳州市柳江县新兴工业园兴福路1号","广西","54"
